modelName,dimension,segment,raceCount,logLossDelta,brierDelta,top1Delta,eceDelta
tree15_temp085,topPickLane,1,37164,0.0032915956187382633,0.0022188383448107363,0.0,0.031089668598759702
tree15_temp085,topPickLane,2,394,-0.002776950657830124,-0.003514479638901169,0.0,-0.02424436861469062
tree15_temp085,topPickLane,3,293,-0.0098527591555444,-0.0034693335494256905,0.0,-0.015012149092099802
tree15_temp085,topPickLane,4,149,0.0020222143905592738,0.0028521887274389757,0.0,0.01578767257064935
tree15_temp085,featureCoverage,3,38010,0.0031231289392730233,0.002119289847902106,0.0,0.03088808886186048
tree15_temp115,venue,1,1641,0.01014145049318782,0.004374500414635385,0.0,0.017676303052287096
tree15_temp115,venue,10,1498,0.007589609364779815,0.002582566306014167,0.0,0.021046369052480064
tree15_temp115,venue,11,1594,0.011860171123293739,0.005148947282552774,0.0,0.036680908580641505
tree15_temp115,venue,12,1698,0.013491555022959068,0.005925315990387814,0.0,0.03781359221062927
tree15_temp115,venue,13,1349,0.0210041715403555,0.009871796723634252,0.0,0.05296161830087731
tree15_temp115,venue,14,1459,0.009526003400348593,0.0037135427201948623,0.0,0.01588660360171168
tree15_temp115,venue,15,1657,0.011913475381573724,0.005483191276544841,0.0,0.02961132732829804
tree15_temp115,venue,16,1353,0.008297958730206556,0.004502546740769886,0.0,0.03436488218082225
tree15_temp115,venue,17,1637,0.00928601559229314,0.0044470833131811105,0.0,0.044782633644116956
tree15_temp115,venue,18,1776,0.012934092981342182,0.004867932637652284,0.0,0.04429653455629785
tree15_temp115,venue,19,1616,0.014321853681731334,0.006026260013281548,0.0,0.04941327139942271
tree15_temp115,venue,2,1471,0.00625836818770753,0.0025195827110841007,0.0,0.02725782495176986
tree15_temp115,venue,20,1547,0.017087595000035538,0.007085125713220064,0.0,0.040043674167590415
tree15_temp115,venue,21,1681,0.014409799508010801,0.007184519647713383,0.0,0.05079462380158063
tree15_temp115,venue,22,1658,0.017529043420660306,0.007235229123328191,0.0,0.025735611570212015
tree15_temp115,venue,23,1418,0.015403568612678553,0.006621583238592965,0.0,0.0493248598664649
tree15_temp115,venue,24,1694,0.01970360067071253,0.009392196302959288,0.0,0.042570697426052635
tree15_temp115,venue,3,1481,0.004342032874567581,0.0010105290910346065,0.0,0.008311410510004853
tree15_temp115,venue,4,1252,0.013557931951647229,0.005573893363860494,0.0,0.041016288688687425
tree15_temp115,venue,5,1684,0.011910242658997428,0.006023693887268533,0.0,0.04829973669776885
tree15_temp115,venue,6,1806,0.016846327017740803,0.007723564185787568,0.0,0.03651339578158526
tree15_temp115,venue,7,1680,0.013756157090216936,0.0059347388386707944,0.0,0.045497224832508135
tree15_temp115,venue,8,1766,0.013526878384021668,0.005469587227868611,0.0,0.022127703729145777
tree15_temp115,venue,9,1594,0.01544938686734465,0.007565574232249905,0.0,0.040775281221593136
tree15_temp115,month,2025-08,275,0.013541323806704364,0.00578021875270518,0.0,-0.0156311291958688
tree15_temp115,month,2025-09,3625,0.009456202599685382,0.003894472066498289,0.0,0.03631636403320576
tree15_temp115,month,2025-10,3538,0.009737287769164826,0.004240218577876598,0.0,0.03988144529149519
tree15_temp115,month,2025-11,3340,0.01653106564975748,0.007712448862055021,0.0,0.04459953081152747
tree15_temp115,month,2025-12,4008,0.013510782812289124,0.005846973772769659,0.0,0.04214680006424877
tree15_temp115,month,2026-01,4356,0.013687378486188173,0.006471028540706247,0.0,0.04242643590615158
tree15_temp115,month,2026-02,3545,0.014210183935425169,0.006420632014990102,0.0,0.040753404139160704
tree15_temp115,month,2026-03,3811,0.012835324453182473,0.005356636458687225,0.0,0.03558272058067882
tree15_temp115,month,2026-04,1824,0.012357125722862294,0.00529884199263797,0.0,0.02845708186004142
tree15_temp115,month,2026-05,3677,0.013762340338191237,0.005684100953122662,0.0,0.04234085117257104
tree15_temp115,month,2026-06,3827,0.01381385699943749,0.005805734731257117,0.0,0.04515186962353161
tree15_temp115,month,2026-07,2184,0.012481924467628858,0.006015982151302834,0.0,0.04494141955216692
tree15_temp115,topPickLane,1,37164,0.013072144262886942,0.005768280735883757,0.0,0.04120294083934264
tree15_temp115,topPickLane,2,394,0.008659258319374086,0.0042189210737438865,0.0,0.018971966787080533
tree15_temp115,topPickLane,3,293,0.0140558771360626,0.004367064007659294,0.0,0.01613789775868049
tree15_temp115,topPickLane,4,149,0.004449242872074377,-0.0005389248004394886,0.0,-0.05696431223214652
tree15_temp115,featureCoverage,3,38010,0.012996593531281908,0.00571400226260943,0.0,0.04340167386014396
